Employee ID,Age,Age Group,Attrition,Business Travel,Daily Rate,Department,Distance From Home,Education,Job Involvement,Job Level,Education Field,Employee Count,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Role,Job Satisfaction,Marital Status,Monthly Income,Salary Slab,Monthly Rate,Num Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Performance Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Training Time Last Year,Work Life Balance,Years at Company,Years in Current Role
EM499,28,20-30,No,None,519,R&D,48,3,2,1,Medical,1,4636,2,Female,43,Research Scientist,3,Married,4195,5-10k,5706,7,Yes,Yes,21,2,3,40,1,26,6,2,22,3
EM500,48,41-50,No,Frequently,284,HR,30,1,3,4,Medical,1,4133,3,Female,54,Sales Executive,4,Married,19572,10-15k,19770,0,Yes,Yes,19,2,3,40,0,8,15,4,4,3
EM501,20,31-40,No,Frequently,336,Sales,17,1,3,5,Life Sciences,1,3925,1,Female,21,Manager,2,Divorced,17634,10-15k,24437,9,Yes,No,16,4,2,40,0,7,17,1,16,12
EM502,52,41-50,No,Rarely,954,R&D,19,4,2,3,Other,1,4527,3,Female,34,Manager,3,Single,13054,15k+,3092,5,Yes,Yes,10,1,1,40,0,8,18,1,14,12
EM503,53,51+,No,Frequently,1334,R&D,43,4,4,3,Marketing,1,4293,2,Female,62,Sales Executive,4,Divorced,16184,15k+,18833,0,Yes,Yes,23,2,2,40,1,6,4,3,15,18
EM504,31,20-30,No,None,496,R&D,6,2,3,3,Technical Degree,1,1223,1,Female,39,HR,2,Divorced,6086,5-10k,18359,4,Yes,No,24,3,1,40,1,18,5,4,21,14
EM505,36,51+,Yes,Frequently,726,HR,5,2,4,3,Marketing,1,2358,1,Female,50,HR,4,Married,2444,<5k,1475,2,Yes,Yes,13,2,3,40,3,32,6,3,6,3
EM506,23,31-40,No,Frequently,796,R&D,13,2,2,3,Life Sciences,1,2761,3,Male,80,HR,4,Married,3071,15k+,2040,2,Yes,Yes,11,2,1,40,2,10,7,3,1,7
EM507,58,41-50,Yes,None,757,R&D,5,2,2,2,Marketing,1,3954,4,Female,33,Manager,1,Married,19284,15k+,21891,4,Yes,No,19,2,3,40,1,38,4,2,8,6
EM508,29,20-30,No,Frequently,1158,Sales,47,4,3,1,Medical,1,1725,2,Male,54,HR,2,Single,13733,<5k,8497,4,Yes,Yes,19,3,2,40,1,2,17,4,20,15
EM509,59,31-40,No,Rarely,209,R&D,39,3,4,4,Medical,1,2552,3,Male,71,HR,1,Single,17322,5-10k,12560,7,Yes,Yes,18,1,1,40,1,17,9,2,9,12
EM510,34,41-50,No,Rarely,1222,HR,40,4,4,3,Marketing,1,3197,1,Male,93,HR,1,Single,14789,15k+,22984,0,Yes,No,24,2,2,40,0,18,5,2,25,0
EM511,55,51+,No,Rarely,1286,Sales,23,2,4,5,Technical Degree,1,3315,2,Female,94,HR,3,Married,16263,10-15k,3588,8,Yes,No,20,4,3,40,1,25,13,4,19,13
EM512,40,31-40,No,Rarely,1273,HR,12,1,3,1,Marketing,1,4633,1,Male,35,Manager,2,Divorced,10327,10-15k,13348,4,Yes,No,16,4,2,40,3,18,0,1,23,18
EM513,58,31-40,No,None,1024,R&D,38,1,4,5,Medical,1,1563,1,Female,24,Research Scientist,1,Single,3653,10-15k,9625,1,Yes,No,12,1,2,40,1,31,13,4,1,13
EM514,55,41-50,Yes,None,1179,R&D,15,4,2,2,Marketing,1,2437,4,Female,70,HR,1,Divorced,14217,<5k,17090,6,Yes,No,19,3,2,40,2,10,17,2,22,1
EM515,32,20-30,No,None,357,HR,13,4,4,2,Other,1,2916,4,Male,32,Sales Executive,1,Divorced,13308,15k+,17488,1,Yes,Yes,10,1,4,40,3,17,1,1,29,14
EM516,33,51+,No,None,392,Sales,3,4,4,5,Other,1,2340,2,Male,35,Research Scientist,4,Single,19842,10-15k,2170,7,Yes,Yes,23,2,4,40,2,24,6,4,26,15
EM517,38,41-50,Yes,Rarely,1103,Sales,29,1,1,1,Technical Degree,1,4516,3,Male,74,Research Scientist,2,Single,4314,10-15k,7828,5,Yes,No,11,1,1,40,0,7,11,2,26,3
EM518,43,51+,No,None,1473,Sales,5,3,1,1,Marketing,1,1891,1,Female,56,Research Scientist,2,Divorced,9082,10-15k,20318,9,Yes,No,19,1,4,40,2,20,16,4,1,1
EM519,56,20-30,No,Frequently,593,R&D,27,4,3,1,Marketing,1,4227,4,Female,97,HR,3,Married,9379,10-15k,7884,0,Yes,Yes,24,2,3,40,2,36,5,1,4,19
EM520,47,31-40,No,None,1443,R&D,5,4,4,4,Medical,1,3724,1,Male,56,Research Scientist,3,Divorced,9839,<5k,14988,3,Yes,No,21,2,1,40,2,32,12,2,6,2
EM521,48,20-30,No,Frequently,1462,Sales,33,1,1,2,Life Sciences,1,2861,2,Male,51,Sales Executive,1,Married,7032,5-10k,7559,3,Yes,Yes,20,2,3,40,2,9,16,1,25,15
EM522,59,31-40,No,Frequently,1406,HR,1,2,2,4,Medical,1,2372,1,Male,65,Manager,3,Married,5329,10-15k,3802,4,Yes,No,23,2,2,40,1,21,6,4,23,1
EM523,48,51+,No,Rarely,640,HR,38,2,4,4,Medical,1,4623,2,Female,61,Technician,3,Divorced,12019,<5k,16550,7,Yes,Yes,20,1,1,40,1,33,8,4,12,9
EM524,35,51+,Yes,None,903,HR,1,2,3,4,Life Sciences,1,4335,3,Male,74,Sales Executive,3,Divorced,18152,<5k,5460,8,Yes,No,11,3,3,40,1,24,17,2,0,13
EM525,26,31-40,No,Frequently,1449,R&D,21,4,3,1,Life Sciences,1,3461,3,Female,49,Manager,3,Married,8649,15k+,24966,4,Yes,Yes,13,3,1,40,3,0,17,1,18,6
EM526,55,51+,No,None,180,HR,5,1,3,5,Life Sciences,1,3021,2,Female,79,Sales Executive,1,Single,5220,<5k,10718,9,Yes,Yes,20,3,3,40,3,24,8,4,9,16
EM527,23,20-30,Yes,Rarely,1467,Sales,18,1,3,1,Medical,1,1308,2,Male,27,Manager,3,Single,12844,5-10k,22238,3,Yes,No,23,2,3,40,1,31,10,2,25,1
EM528,23,41-50,No,Rarely,694,R&D,49,1,3,5,Other,1,1260,2,Female,37,Manager,3,Divorced,8821,15k+,11867,9,Yes,Yes,22,3,3,40,2,24,18,4,21,4
EM529,55,41-50,Yes,Frequently,537,Sales,10,2,4,2,Technical Degree,1,3678,4,Female,91,Sales Executive,2,Single,8619,5-10k,16414,1,Yes,Yes,12,3,1,40,3,18,6,4,24,8
EM530,40,20-30,No,None,779,Sales,24,3,1,1,Other,1,1745,1,Male,37,Research Scientist,2,Married,10590,15k+,12999,7,Yes,No,23,4,3,40,0,37,19,1,19,7
EM531,22,51+,Yes,Frequently,680,Sales,20,3,3,3,Other,1,1513,3,Male,62,Research Scientist,2,Single,13117,5-10k,22253,5,Yes,No,18,2,2,40,2,13,4,4,3,6
EM532,56,20-30,No,None,1197,HR,32,3,4,2,Life Sciences,1,3348,1,Female,72,Manager,1,Single,17969,10-15k,16923,1,Yes,No,12,3,4,40,3,37,9,1,12,0
EM533,55,51+,No,None,284,HR,24,4,4,1,Marketing,1,4261,2,Male,26,Research Scientist,1,Single,13142,10-15k,13802,4,Yes,No,10,3,4,40,1,39,9,1,1,10
EM534,27,41-50,No,Rarely,921,HR,28,3,2,5,Other,1,1424,2,Male,28,Manager,1,Divorced,19066,10-15k,7034,1,Yes,Yes,10,2,1,40,3,6,16,3,20,16
EM535,23,51+,No,Rarely,217,R&D,41,4,4,3,Other,1,2626,1,Female,25,Manager,3,Divorced,18304,10-15k,19775,0,Yes,No,21,4,1,40,2,14,7,2,9,5
EM536,44,41-50,No,Frequently,896,R&D,29,4,3,3,Medical,1,3631,2,Female,57,Sales Executive,3,Single,12341,15k+,24521,7,Yes,Yes,15,1,4,40,2,32,5,1,2,9
EM537,37,31-40,No,None,738,HR,43,2,1,1,Technical Degree,1,2760,2,Female,90,Research Scientist,4,Divorced,13500,15k+,24054,7,Yes,No,19,2,1,40,0,15,3,4,8,12
EM538,57,51+,No,Frequently,966,Sales,25,1,1,3,Other,1,3476,4,Female,98,Technician,3,Married,14019,10-15k,10329,6,Yes,Yes,15,3,4,40,1,5,6,4,19,12
EM539,55,51+,No,None,1196,HR,35,4,2,4,Marketing,1,2768,3,Female,92,Research Scientist,2,Single,18463,15k+,7559,4,Yes,Yes,13,2,4,40,3,10,15,2,27,10
EM540,34,51+,No,Rarely,975,R&D,23,2,3,3,Medical,1,2564,3,Female,72,Research Scientist,1,Married,8383,15k+,15423,2,Yes,No,23,4,2,40,3,30,15,1,1,12
EM541,33,41-50,Yes,Frequently,1192,R&D,22,1,4,2,Technical Degree,1,4210,4,Male,60,Research Scientist,4,Single,14960,5-10k,10273,6,Yes,Yes,17,1,1,40,0,31,14,3,5,12
EM542,42,20-30,No,Rarely,468,Sales,22,2,4,3,Medical,1,1605,1,Male,77,HR,4,Single,14484,5-10k,18467,8,Yes,No,22,4,1,40,0,3,14,4,27,18
EM543,46,41-50,Yes,Frequently,842,R&D,40,3,4,2,Life Sciences,1,4443,2,Male,78,HR,1,Divorced,13013,15k+,21965,4,Yes,No,20,2,1,40,2,36,18,1,18,1
EM544,38,31-40,No,Rarely,1275,HR,39,1,4,5,Technical Degree,1,1455,1,Male,25,Manager,2,Divorced,2642,<5k,2784,2,Yes,No,20,4,3,40,3,23,19,3,26,6
EM545,54,31-40,No,Frequently,886,Sales,46,4,2,3,Life Sciences,1,2690,4,Male,81,Technician,1,Single,12401,<5k,11626,4,Yes,Yes,12,4,4,40,1,32,19,4,23,9
EM546,48,20-30,No,None,549,R&D,20,2,2,5,Medical,1,2652,2,Female,26,Sales Executive,3,Divorced,5569,5-10k,1106,2,Yes,Yes,19,4,1,40,0,23,8,3,19,11
EM547,59,41-50,No,None,260,Sales,5,2,4,2,Medical,1,2360,1,Male,50,Technician,2,Single,13918,15k+,22749,2,Yes,No,24,4,3,40,3,10,15,1,20,4
EM548,26,31-40,Yes,Rarely,1328,Sales,42,2,3,5,Medical,1,4351,4,Female,34,Sales Executive,2,Divorced,9911,5-10k,22902,1,Yes,No,19,1,1,40,2,27,12,3,5,12
EM549,53,31-40,No,Rarely,689,HR,4,3,1,3,Technical Degree,1,1787,4,Female,69,HR,1,Married,16580,15k+,23767,6,Yes,No,12,3,4,40,2,35,2,3,12,19
EM550,52,31-40,No,Rarely,473,HR,4,4,1,3,Life Sciences,1,4971,2,Male,31,Manager,1,Married,10876,15k+,7567,7,Yes,No,20,2,3,40,1,30,16,1,2,11
EM551,25,41-50,Yes,Frequently,1407,R&D,3,2,4,1,Marketing,1,1684,1,Male,93,Manager,2,Divorced,5815,5-10k,19380,2,Yes,No,10,1,4,40,0,37,11,3,25,2
EM552,51,20-30,Yes,Rarely,348,Sales,14,2,2,1,Other,1,3151,2,Female,98,HR,1,Single,8882,15k+,19413,6,Yes,No,17,3,4,40,1,26,2,2,7,8
EM553,56,20-30,No,None,363,R&D,17,4,2,3,Other,1,4887,4,Male,41,HR,3,Single,11188,15k+,6543,1,Yes,No,21,4,4,40,0,19,3,2,2,10
EM554,48,31-40,No,None,1489,HR,38,4,1,5,Other,1,3830,2,Male,77,HR,2,Divorced,4913,5-10k,12310,1,Yes,Yes,15,3,1,40,1,38,11,4,8,12
EM555,42,51+,Yes,Rarely,1015,R&D,13,1,4,3,Technical Degree,1,1804,2,Male,39,Manager,2,Married,17713,15k+,12476,7,Yes,Yes,14,1,4,40,2,12,8,3,10,1
EM556,22,20-30,No,Rarely,511,R&D,6,1,3,1,Medical,1,1080,4,Female,96,Technician,2,Divorced,7318,10-15k,10912,1,Yes,No,18,2,2,40,1,26,7,4,18,1
EM557,55,41-50,No,Frequently,255,R&D,2,3,1,2,Medical,1,3572,4,Female,79,Manager,4,Single,7902,<5k,23201,6,Yes,No,14,1,4,40,1,0,0,3,8,13
EM558,58,41-50,No,Frequently,863,HR,33,4,2,5,Medical,1,4310,4,Female,65,Sales Executive,2,Married,19078,15k+,5110,2,Yes,No,23,2,4,40,2,6,4,2,26,15
EM559,47,41-50,Yes,Rarely,530,Sales,30,4,2,3,Life Sciences,1,1623,4,Female,66,Manager,1,Divorced,6064,<5k,1981,7,Yes,Yes,11,3,1,40,3,25,14,2,13,11
EM560,41,41-50,No,None,505,R&D,21,3,3,4,Medical,1,4185,2,Male,84,HR,1,Divorced,13334,10-15k,20371,8,Yes,No,24,1,3,40,0,13,4,2,13,3
EM561,36,20-30,No,Frequently,587,HR,28,1,1,3,Other,1,1127,2,Female,64,Research Scientist,4,Single,4526,5-10k,19636,9,Yes,No,16,3,1,40,3,39,11,2,28,6
EM562,45,41-50,No,None,600,HR,18,3,2,2,Medical,1,1510,2,Male,47,Research Scientist,4,Married,6921,<5k,17639,2,Yes,No,18,3,4,40,1,13,7,4,25,11
EM563,39,51+,No,Frequently,1007,HR,6,4,2,5,Marketing,1,4457,3,Female,81,Research Scientist,3,Divorced,16929,<5k,22315,9,Yes,Yes,19,2,3,40,2,5,13,1,25,8
EM564,34,31-40,Yes,Rarely,607,Sales,30,2,3,1,Marketing,1,4060,3,Female,65,Sales Executive,3,Divorced,5690,10-15k,19287,4,Yes,Yes,20,2,4,40,2,30,8,3,9,8
EM565,27,31-40,No,Rarely,654,HR,33,4,2,1,Technical Degree,1,1358,3,Female,75,Technician,2,Single,7167,<5k,3204,1,Yes,Yes,21,3,4,40,3,33,4,1,29,19
EM566,45,41-50,No,Rarely,245,HR,17,1,3,1,Life Sciences,1,1865,2,Female,56,HR,4,Married,18601,5-10k,6770,6,Yes,Yes,14,1,3,40,1,0,17,3,25,5
EM567,33,51+,No,Rarely,670,R&D,21,3,1,4,Technical Degree,1,3508,3,Male,76,Manager,3,Single,6862,10-15k,13455,0,Yes,No,13,3,1,40,2,32,7,3,18,12
EM568,39,20-30,Yes,None,256,Sales,29,4,4,1,Technical Degree,1,2555,2,Male,23,Manager,2,Divorced,6041,5-10k,16412,1,Yes,No,23,3,4,40,1,37,7,2,2,14
EM569,41,20-30,No,None,1078,Sales,16,3,4,2,Medical,1,2639,4,Female,57,Research Scientist,1,Married,16459,5-10k,6850,0,Yes,No,22,3,1,40,0,0,11,3,6,4
EM570,25,20-30,No,Frequently,435,HR,36,3,3,1,Medical,1,3521,4,Male,91,Sales Executive,1,Single,4395,10-15k,9046,8,Yes,Yes,13,2,4,40,3,18,9,1,12,13
EM571,31,41-50,No,None,758,HR,37,2,1,3,Marketing,1,2105,3,Male,88,Technician,1,Single,16977,10-15k,22602,8,Yes,Yes,10,4,3,40,1,8,8,4,28,10
EM572,46,20-30,Yes,None,1399,R&D,24,1,4,1,Medical,1,2074,1,Female,71,HR,2,Single,9662,5-10k,11576,3,Yes,Yes,21,1,3,40,3,24,10,3,26,7
EM573,52,51+,Yes,Rarely,396,R&D,30,1,3,2,Medical,1,3116,4,Male,45,Sales Executive,2,Married,13449,15k+,19624,0,Yes,Yes,10,3,3,40,1,28,14,4,2,10
EM574,56,51+,Yes,Frequently,826,R&D,43,3,3,4,Life Sciences,1,1898,1,Male,26,Research Scientist,4,Single,3793,<5k,12604,2,Yes,Yes,16,2,1,40,1,21,5,1,21,11
EM575,32,31-40,Yes,None,282,R&D,4,2,3,1,Life Sciences,1,1180,1,Male,30,Manager,3,Single,7297,15k+,11640,8,Yes,No,10,1,3,40,2,25,14,4,15,8
EM576,39,41-50,No,None,1129,HR,18,1,3,1,Technical Degree,1,4343,2,Female,82,Technician,3,Divorced,17893,10-15k,20134,2,Yes,Yes,22,2,4,40,2,27,6,2,13,11
EM577,52,41-50,No,Rarely,840,HR,3,1,2,2,Other,1,1606,4,Male,99,HR,3,Married,2411,10-15k,24116,3,Yes,Yes,18,3,4,40,2,31,5,1,7,3
EM578,59,51+,No,None,816,Sales,48,1,4,1,Technical Degree,1,1104,1,Female,56,Manager,1,Single,19945,5-10k,19698,9,Yes,Yes,16,4,1,40,3,7,11,3,13,14
EM579,45,51+,No,Frequently,1127,R&D,32,2,3,5,Technical Degree,1,3771,2,Male,93,Technician,4,Single,5181,<5k,21207,7,Yes,No,14,2,4,40,0,9,9,2,3,15
EM580,54,31-40,No,Rarely,140,Sales,35,4,3,4,Other,1,4405,1,Female,30,Sales Executive,4,Divorced,7478,<5k,18405,1,Yes,Yes,14,3,3,40,0,29,9,1,0,18
EM581,49,20-30,No,Rarely,387,HR,38,3,4,4,Technical Degree,1,1501,2,Male,70,Research Scientist,2,Married,5117,10-15k,19325,6,Yes,Yes,20,4,1,40,2,6,14,1,5,11
EM582,28,41-50,No,Rarely,845,HR,40,1,4,5,Technical Degree,1,2523,2,Female,84,Manager,3,Married,6005,15k+,19570,4,Yes,Yes,15,4,2,40,1,14,15,4,12,12
EM583,46,51+,No,Rarely,857,Sales,24,3,4,2,Technical Degree,1,3924,3,Female,73,HR,1,Single,8212,<5k,9244,0,Yes,No,12,4,4,40,3,6,7,4,25,16
EM584,34,20-30,No,Rarely,253,R&D,39,2,4,1,Marketing,1,4912,1,Female,94,Research Scientist,1,Divorced,6447,15k+,9335,4,Yes,Yes,21,3,1,40,1,27,4,3,2,7
EM585,29,20-30,No,Frequently,236,R&D,20,4,4,5,Other,1,2152,4,Male,82,HR,2,Single,10866,10-15k,18136,3,Yes,No,14,4,1,40,3,36,10,4,26,18
EM586,27,51+,No,None,1286,HR,17,4,1,4,Other,1,2781,4,Male,51,Research Scientist,3,Single,13047,5-10k,14526,8,Yes,Yes,18,3,3,40,3,16,11,2,26,10
EM587,24,41-50,No,Rarely,161,R&D,17,1,3,2,Other,1,1762,2,Male,32,HR,3,Married,5989,<5k,5835,3,Yes,No,12,3,2,40,3,10,14,2,4,6
EM588,20,31-40,No,None,1357,R&D,28,4,4,3,Technical Degree,1,1677,1,Female,26,Technician,2,Single,12597,<5k,7604,2,Yes,No,16,1,3,40,2,4,5,1,2,15
EM589,30,20-30,No,Rarely,1175,R&D,3,1,2,5,Life Sciences,1,3672,3,Male,36,Technician,3,Divorced,12518,10-15k,17014,4,Yes,No,21,3,3,40,1,15,16,2,6,13
EM590,23,31-40,No,None,265,R&D,36,2,3,5,Technical Degree,1,2675,4,Male,24,Research Scientist,1,Divorced,14066,10-15k,17170,0,Yes,Yes,14,4,2,40,1,19,19,4,20,2
EM591,37,51+,No,Rarely,1437,Sales,41,1,3,5,Marketing,1,1124,4,Male,96,Sales Executive,2,Divorced,19361,5-10k,8094,1,Yes,Yes,16,4,1,40,2,0,1,4,8,11
EM592,34,41-50,No,None,1447,HR,16,1,2,1,Technical Degree,1,4494,3,Female,98,Research Scientist,3,Single,11033,10-15k,9448,0,Yes,Yes,18,2,1,40,1,9,16,3,10,8
EM593,24,41-50,No,Frequently,651,HR,23,3,1,5,Other,1,3640,2,Female,87,Technician,3,Single,5299,15k+,1550,0,Yes,No,24,2,3,40,2,2,12,3,1,19
EM594,32,51+,No,Frequently,910,R&D,10,1,4,5,Marketing,1,3544,2,Female,96,Research Scientist,4,Married,4808,10-15k,2041,1,Yes,No,16,4,1,40,0,24,1,3,14,8
EM595,55,31-40,No,Frequently,1205,R&D,26,4,3,5,Other,1,2530,2,Male,78,HR,1,Married,3171,5-10k,20969,3,Yes,Yes,18,2,1,40,3,23,15,2,2,10
EM596,37,41-50,No,Frequently,608,R&D,21,3,1,4,Technical Degree,1,4420,3,Female,52,Manager,2,Married,15477,15k+,2860,4,Yes,Yes,19,1,2,40,3,38,17,3,4,16
EM597,51,51+,No,Rarely,1310,R&D,14,4,4,4,Life Sciences,1,1256,3,Male,22,Manager,1,Single,12500,5-10k,11849,1,Yes,No,16,4,3,40,2,4,9,2,3,0
EM598,22,41-50,No,Frequently,1174,HR,39,4,4,5,Other,1,3454,1,Female,73,Technician,3,Divorced,19924,15k+,4561,4,Yes,Yes,17,2,2,40,3,4,18,3,9,19
EM599,39,51+,No,Frequently,1404,Sales,1,3,1,3,Technical Degree,1,2357,1,Male,29,Sales Executive,2,Married,4143,10-15k,24101,7,Yes,Yes,14,1,4,40,1,35,12,4,28,17
EM600,47,20-30,No,None,510,R&D,15,1,1,3,Medical,1,1973,3,Male,29,Sales Executive,1,Divorced,12152,15k+,24502,6,Yes,Yes,24,3,1,40,3,21,14,2,2,2
EM601,36,51+,No,Rarely,1176,R&D,9,3,1,5,Marketing,1,2539,1,Female,35,Sales Executive,2,Single,12388,10-15k,21099,3,Yes,Yes,16,1,3,40,1,37,18,1,16,8
EM602,34,41-50,No,Frequently,1414,Sales,18,3,1,1,Medical,1,2473,1,Male,47,Research Scientist,1,Single,18899,<5k,5372,9,Yes,Yes,20,4,4,40,0,11,9,2,22,4
EM603,37,41-50,No,None,808,HR,27,2,4,2,Life Sciences,1,4821,1,Male,86,Sales Executive,2,Married,18865,5-10k,3027,4,Yes,Yes,14,2,3,40,0,22,0,1,19,12
EM604,48,41-50,Yes,Frequently,598,HR,14,3,3,3,Medical,1,1790,3,Female,86,HR,2,Single,10161,<5k,20567,6,Yes,No,12,1,3,40,2,1,7,3,6,11
EM605,34,20-30,No,Rarely,1404,HR,10,4,4,3,Technical Degree,1,3797,2,Female,24,Technician,2,Single,15835,15k+,5831,5,Yes,No,14,2,2,40,3,17,11,1,22,5
EM606,29,51+,No,Frequently,973,HR,41,1,4,5,Medical,1,2066,2,Male,68,HR,4,Divorced,2220,5-10k,21968,3,Yes,Yes,21,2,2,40,1,12,14,4,1,8
EM607,30,31-40,Yes,None,981,Sales,49,1,4,5,Other,1,1446,2,Female,97,Research Scientist,3,Married,16338,15k+,10859,5,Yes,No,23,3,4,40,3,35,17,3,26,9
EM608,45,20-30,No,Frequently,1433,HR,28,3,2,1,Marketing,1,3734,3,Male,84,Research Scientist,4,Single,5833,10-15k,21472,4,Yes,Yes,23,4,3,40,3,17,1,1,28,0
EM609,54,31-40,No,Frequently,141,Sales,38,3,4,5,Medical,1,1678,1,Male,58,Manager,3,Divorced,18197,5-10k,19266,1,Yes,Yes,11,3,3,40,1,31,8,4,27,16
EM610,59,20-30,No,Frequently,1451,HR,6,2,2,4,Medical,1,2617,2,Male,85,Manager,3,Divorced,2995,10-15k,18295,8,Yes,No,16,1,2,40,1,10,6,2,20,8
EM611,39,31-40,No,Rarely,1058,R&D,34,2,3,3,Medical,1,2779,1,Male,31,Sales Executive,2,Married,14025,15k+,8483,5,Yes,No,15,2,3,40,0,33,8,1,18,18
EM612,47,20-30,No,Frequently,1191,R&D,7,4,1,4,Medical,1,1451,2,Male,91,HR,4,Married,11317,<5k,12396,6,Yes,No,19,2,2,40,1,15,9,3,0,3
EM613,22,20-30,No,None,223,Sales,40,2,1,4,Other,1,4388,2,Female,91,Manager,1,Divorced,3708,15k+,3481,1,Yes,No,15,4,2,40,1,39,4,4,8,6
EM614,35,20-30,No,Rarely,1245,R&D,49,4,2,4,Medical,1,2823,2,Male,50,HR,2,Married,7064,10-15k,23400,9,Yes,No,20,4,3,40,3,6,7,2,8,15
EM615,53,31-40,No,Frequently,167,Sales,18,2,3,3,Other,1,3504,1,Male,20,Manager,1,Divorced,13632,10-15k,19259,3,Yes,Yes,10,1,3,40,3,29,2,1,16,17
EM616,55,41-50,No,Rarely,141,Sales,6,3,4,5,Life Sciences,1,2838,3,Female,53,Technician,1,Divorced,17081,10-15k,10683,4,Yes,No,15,4,1,40,1,33,13,1,15,3
EM617,26,51+,No,Frequently,306,R&D,49,2,3,2,Marketing,1,2024,3,Male,85,Sales Executive,1,Single,2722,5-10k,22554,4,Yes,No,12,2,1,40,0,14,12,2,4,13
EM618,56,41-50,No,Rarely,1003,Sales,41,3,3,3,Marketing,1,2927,1,Female,95,Sales Executive,2,Divorced,13798,10-15k,21013,0,Yes,Yes,20,1,3,40,1,37,8,4,25,5
EM619,40,41-50,Yes,Rarely,539,HR,12,3,2,1,Medical,1,4346,4,Male,86,Sales Executive,3,Divorced,7590,10-15k,6405,5,Yes,No,22,1,1,40,3,3,18,1,6,8
EM620,48,51+,No,Rarely,1346,HR,12,2,1,1,Medical,1,4836,2,Male,62,Technician,2,Single,2985,10-15k,24799,4,Yes,No,12,1,1,40,0,13,0,2,14,2
EM621,37,51+,No,Frequently,337,Sales,38,1,4,3,Other,1,1965,1,Female,44,Technician,1,Single,19806,15k+,16473,7,Yes,No,12,4,3,40,1,31,12,2,8,2
EM622,20,41-50,No,None,375,Sales,38,1,1,1,Life Sciences,1,3863,2,Male,66,Technician,2,Single,9471,<5k,17313,6,Yes,Yes,17,1,3,40,3,16,17,4,0,12
EM623,52,51+,No,Rarely,1494,HR,15,1,4,4,Marketing,1,4083,3,Male,51,Technician,1,Single,11748,10-15k,22140,1,Yes,Yes,11,2,3,40,1,35,2,2,3,8
EM624,22,20-30,No,Rarely,937,Sales,24,2,1,5,Marketing,1,4687,1,Female,85,Sales Executive,1,Married,4175,<5k,8330,3,Yes,No,24,3,1,40,3,31,12,4,14,12
EM625,42,41-50,No,None,443,R&D,37,1,2,2,Marketing,1,1224,2,Female,93,Research Scientist,1,Single,5145,10-15k,6579,8,Yes,No,17,4,1,40,2,11,6,3,24,7
EM626,46,41-50,No,Frequently,1499,R&D,10,3,2,2,Life Sciences,1,3339,1,Male,96,Sales Executive,3,Divorced,14897,5-10k,17229,0,Yes,No,16,2,3,40,0,18,0,4,16,5
EM627,53,31-40,No,Rarely,244,R&D,4,4,2,1,Marketing,1,2574,1,Female,37,Sales Executive,2,Married,12135,<5k,18017,8,Yes,No,11,3,3,40,0,12,10,4,23,0
EM628,58,41-50,No,Frequently,827,Sales,38,3,3,1,Life Sciences,1,2736,3,Male,63,HR,4,Married,4616,5-10k,3842,5,Yes,Yes,16,4,4,40,1,35,16,4,4,6
EM629,22,51+,No,Rarely,330,HR,16,3,1,1,Marketing,1,1566,4,Male,76,Research Scientist,1,Married,5812,5-10k,18838,3,Yes,Yes,10,4,4,40,2,26,8,2,16,13
EM630,21,31-40,Yes,Frequently,802,Sales,22,2,2,3,Technical Degree,1,1950,1,Female,70,Research Scientist,1,Married,13108,<5k,15251,5,Yes,No,21,4,4,40,3,16,12,3,17,3
EM631,41,31-40,No,Frequently,695,R&D,21,4,1,5,Other,1,2654,2,Male,43,Technician,4,Single,12876,10-15k,17991,2,Yes,No,24,2,3,40,3,22,4,2,3,2
EM632,45,20-30,Yes,Frequently,1435,Sales,44,2,3,5,Life Sciences,1,4172,3,Male,49,Research Scientist,4,Single,17710,10-15k,16863,6,Yes,Yes,20,4,3,40,2,39,0,3,12,3
EM633,34,31-40,No,Rarely,1258,Sales,41,4,4,4,Technical Degree,1,2907,1,Female,48,Technician,3,Married,11835,10-15k,21007,6,Yes,No,15,3,3,40,2,31,4,2,20,2
EM634,50,31-40,No,None,1218,Sales,24,1,4,2,Life Sciences,1,1498,2,Male,68,Manager,4,Divorced,14152,15k+,14086,8,Yes,Yes,22,2,2,40,0,34,1,1,2,16
EM635,55,51+,Yes,Frequently,267,Sales,5,4,2,1,Life Sciences,1,4307,2,Female,75,Research Scientist,3,Divorced,4654,10-15k,20502,2,Yes,No,17,2,1,40,3,17,0,4,7,10
EM636,29,31-40,No,Frequently,448,Sales,39,3,2,3,Life Sciences,1,2006,1,Male,88,Sales Executive,4,Divorced,17865,10-15k,6602,7,Yes,No,12,2,2,40,2,7,18,4,25,18
EM637,33,31-40,No,Frequently,1378,HR,30,4,4,3,Life Sciences,1,1878,2,Male,98,Research Scientist,4,Single,4128,<5k,21587,9,Yes,No,14,2,4,40,0,28,16,4,4,1
EM638,41,51+,No,Rarely,367,R&D,6,1,4,5,Marketing,1,3895,2,Male,98,HR,1,Single,2129,5-10k,11165,5,Yes,Yes,16,4,3,40,3,33,2,1,8,10
